"customer_key","name","gender","birth_date","address","city","region","phone","email","status"
356,Попадюшкин А.Н.,ж,1989-04-23,"Госпитальная Ул., дом 17, кв. 2, Смоленск, Смоленская область",Смоленск,Смоленская область,9646407384,igor_2015@rao.net,Активен
357,Сергеев В.А.,ж,1976-04-16,"Юго-Восточный 15П Квартал, дом 1, кв. 12, Ангарск, Иркутская область",Ангарск,Иркутская область,9825958868,kuzminflorentin@rao.net,Активен
358,Герасимова И.Н.,ж,1973-06-13,"Комсомольская Ул., дом 310, кв. 50, Орёл, Орловская область",Орёл,Орловская область,9774533378,gorshkovevstigne@filatov.com,Активен
359,Бондарь Т.В.,м,1970-02-10,"Гвардейская Ул., дом 15, кв. 44, Петрозаводск, Республика Карелия",Петрозаводск,Республика Карелия,9905749089,maksimiljan66@npo.net,Активен
360,Козыркин С.А.,м,1974-12-21,"Парковая, дом 31, кв. 13, Чебоксары, Республика Чувашия",Чебоксары,Республика Чувашия,9427416448,nestor1980@oao.com,Активен
361,Стефанович С.Ю.,ж,1982-06-01,"Станюковича, дом 16, кв. 73, Владивосток, Приморский край",Владивосток,Приморский край,9130652768,maksimiljan1982@rambler.ru,Активен
362,Кукишев Д.В.,ж,1986-08-18,"9-Й Мк-Н, дом 14/Б, кв. 115, Липецк, Липецкая область",Липецк,Липецкая область,9360162846,artem51@gmail.com,Активен
363,Силаев П.П.,м,1993-07-10,"Дубовской Пр, дом 11, кв. 1, Саратов, Саратовская область",Саратов,Саратовская область,9894905728,odintsovanatalja@mail.ru,Активен
364,Шевлякова А.Е.,м,1995-06-26,"Волгоградская, дом 23, кв. 6, Тюмень, Тюменская область",Тюмень,Тюменская область,9606734494,drozdovpotap@yandex.ru,Активен
365,Трушель Н.И.,ж,1986-04-30,"Шошина, дом 17, кв. 9, Владивосток, Приморский край",Владивосток,Приморский край,9593159061,tverdislav_98@gmail.com,Активен
366,Иконописцев Е.К.,м,1985-10-17,"Бр Строителей, дом 5, кв. 67, Кемерово, Кемеровская область",Кемерово,Кемеровская область,9755795890,evgraf_1985@gmail.com,Активен
367,Антонова С.Н.,м,1992-02-24,"Кловская Ул., дом 38, кв. 10, Смоленск, Смоленская область",Смоленск,Смоленская область,9333593815,hbobrov@ooo.net,Активен
368,Жильцова И.К.,м,1982-04-20,"Шаумяна, дом 91, кв. 101, Челябинск, Челябинская область",Челябинск,Челябинская область,9880161807,belousovkuprijan@yandex.ru,Активен
369,Козенко А.Г.,м,1973-11-26,"Колодня/ Октября Пер., дом 1/А, кв. 1, Смоленск, Смоленская область",Смоленск,Смоленская область,9557761966,fedor_1979@bobilev.com,Активен
370,Тихонова М.А.,м,1976-08-16,"Гагарина, дом 145, кв. 4, Краснодар, Краснодарский край",Краснодар,Краснодарский край,9484230883,uljana_2014@yahoo.com,Активен
371,Кузнецов М.Л.,м,1996-05-08,"12 Февраля, дом 88/Б, Ростов-на-Дону, Ростовская область",Ростов-на-Дону,Ростовская область,9249531049,veniamin_83@oao.net,Не активен
372,Кушнерева В.А.,м,1997-12-29,"Колодня/ Социалистическая Ул., дом 4, кв. 5, Смоленск, Смоленская область",Смоленск,Смоленская область,9022103192,markovmir@ip.com,Активен
373,Алексеева А.А.,м,1971-07-21,"Первомайский Мкрн, дом 52, кв. 40, Иркутск, Иркутская область",Иркутск,Иркутская область,9819389141,simonovapollinari@rao.info,Активен
374,Канбекова Л.И.,м,1962-10-29,"Баязита Бикбая, дом 39, кв. 162, Уфа, Республика Башкортостан",Уфа,Республика Башкортостан,9713005213,olebedeva@ooo.org,Активен
375,Немировская Н.Д.,м,1974-05-26,"Терешковой Ул., дом 40, кв. 38, Иркутск, Иркутская область",Иркутск,Иркутская область,9845463073,fade1983@hotmail.com,Не активен
376,Самонова Н.С.,ж,1992-08-14,"Ул Волгоградская, дом 32/А, кв. 21, Кемерово, Кемеровская область",Кемерово,Кемеровская область,9914316905,vasili74@rambler.ru,Не активен
377,Черев О.В.,м,1954-05-15,"Мира Просп., дом 118, кв. 66, Москва, Московская область",Москва,Московская область,9155932310,suhanovaninel@rambler.ru,Активен
378,Бахирева Л.К.,ж,1994-12-02,"Куйбышева Ул., дом 18, кв. 23, Петрозаводск, Республика Карелия",Петрозаводск,Республика Карелия,9364425566,antonovamarija@rambler.ru,Активен
379,Крюкова Л.П.,м,1995-12-07,"Петухова Ул., дом 48, кв. 49, Новосибирск, Новосибирская область",Новосибирск,Новосибирская область,9363193409,varlaam2013@gmail.com,Активен
380,Кузьмин Г.Т.,м,1972-08-03,"Ярославская Ул., дом 1//9, кв. 93, Москва, Московская область",Москва,Московская область,9923015504,jstrelkov@rambler.ru,Не активен
381,Сорокин В.Л.,ж,1996-02-13,"Дома, дом 8 Мар, кв. 54, Саратов, Саратовская область",Саратов,Саратовская область,9113573643,ivanorlov@gmail.com,Активен
382,Никифоров А.К.,ж,1993-06-15,"Пл. Ленина, дом 3, кв. 24, Воронеж, Воронежская область",Воронеж,Воронежская область,9860011703,popovsila@npo.info,Активен
383,Ложеницина А.М.,ж,1963-07-30,"Ставропольская, дом 11, кв. 2, Тюмень, Тюменская область",Тюмень,Тюменская область,9469550647,jbirjukov@yahoo.com,Активен
384,Сагидеева М.А.,ж,1969-03-11,"Пос. Зяб Тр. Сармановский, дом 46, кв. 76(адрес по комплексу: Зяб 18/37-76), Набережные Челны, Республика Татарстан",Набережные Челны,Республика Татарстан,9653924661,ilinpankrat@hotmail.com,Активен
